DayNum,VehId,Trip,Timestamp(ms),Latitude[deg],Longitude[deg],Vehicle Speed[km/h],MAF[g/sec],Engine RPM[RPM],Absolute Load[%],OAT[DegC],Fuel Rate[L/hr],Air Conditioning Power[kW],Air Conditioning Power[Watts],Heater Power[Watts],HV Battery Current[A],HV Battery SOC[%],HV Battery Voltage[V],Short Term Fuel Trim Bank 1[%],Short Term Fuel Trim Bank 2[%],Long Term Fuel Trim Bank 1[%],Long Term Fuel Trim Bank 2[%]
115.6868865,536,573,8300,42.2865922222,-83.7310247222,64.90625,0.0,2025.0,0.0,3.0,7.20743989944,0.0,0.0,0.0,67.0500030518,1.56862795353,348.625,0.0,0.0,0.0,0.0
115.6868865,536,573,8700,42.2865922222,-83.7310247222,64.90625,0.0,2011.0,0.0,3.0,7.20743989944,0.0,0.0,0.0,67.0500030518,1.56862795353,348.625,0.0,0.0,0.0,0.0
116.654713222,119,543,33200,42.2447355556,-83.7284902778,61.0,0.0,1084.0,0.0,3.0,1.79999995232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116.654713222,119,543,33300,42.2447355556,-83.7284902778,61.0,0.0,1084.0,0.0,3.0,4.19999980927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117.731731278,569,1201,369000,42.2938305556,-83.7343605556,64.125,0.0,1745.0,0.0,8.0,9.15359115601,0.0,0.0,0.0,54.9000015259,0.0,356.0,0.0,0.0,0.0,0.0
117.731731278,569,1201,369300,42.2938305556,-83.7343605556,63.75,0.0,1745.0,0.0,8.0,9.15359115601,0.0,0.0,0.0,-0.600000023842,0.0,356.0,0.0,0.0,0.0,0.0
119.946100657,569,1219,1034000,42.3041927778,-83.6959594444,52.640625,0.0,1916.0,0.0,4.5,7.26467943192,0.0,0.0,0.0,56.5500030518,0.0,352.0,0.0,0.0,0.0,0.0
119.946100657,569,1219,1035000,42.3041927778,-83.6959594444,52.109375,0.0,1916.0,0.0,4.5,7.26467943192,0.0,0.0,0.0,49.3500022888,0.0,352.0,0.0,0.0,0.0,0.0
